url,appId,title,summary,developer,developerId,icon,score,scoreText,priceText,free
"https://play.google.com/store/apps/details?id=com.thinkedinthesea.powermypi","com.thinkedinthesea.powermypi","POWERMYPI Raspberry Pi Power C","Take control of your Raspberry Pi board.<br>Send command to your Raspberry Pi or whatever *NIX board.<br>Power Off, Reboot and 4 customizable commands.<br><br>Long press on any of 4 commands to customize name.<br><br><b> Istructions for the Raspberry:</b><br><br>- Open a terminal<br><br>cd /home/pi<br>git clone https://github.com/thinkedinthesea/PowermyPi-UNO.git<br>cd PowermyPi-UNO<br>chmod u+x install.sh<br>sudo ./install.sh 3<br><br>reboot and enjoy !!!<br><br><br><br>For any other info check github page.<a href=""https://www.google.com/url?q=https%3A%2F%2Fgithub.com%2Fthinkedinthesea%2Fpowermypi_networkapp&amp;sa=D&amp;sntz=1&amp;usg=AOvVaw1H1ghudu8Q6TawdCW9DJAT""></a>","Devid",N/A,"https://play-lh.googleusercontent.com/PqSaDiESquMrDgCBW7O5Jo5U-w4FUcW7Vn-eb-PNTK6_CM5D6HJ-AH1BDjJljuxZVGk",0,"0.0",N/A,true
