userName,userImage,score,date,text
"Daniel Bugess 8690",https://play-lh.googleusercontent.com/a/AGNmyxaRYRvB0c1aFVynEDCNaarZE0m_cRFLMqd9XHj7=mo,5,2022-12-31T13:54:30.492Z,"Even with adds its so so fun with different toys and plz update the game thank you :)"
"syahirah",https://play-lh.googleusercontent.com/a-/ACB-R5QgDnJauMWJCv2SiXogUi6_-biIgqps_ZEQh2DE,5,2022-12-31T12:38:33.820Z,"Bagus bangget game ini gampang bangget cuma hacurin telur wwkwkwkwkwkkwkwkwkwwk"
"Jai Bello",https://play-lh.googleusercontent.com/a-/ACB-R5R2vhYOyPjPaSWQrNlicwY4h0inA2ALxU4XSMVeEg,2,2022-12-31T11:46:41.196Z,"uhi"
"Sahar's World",https://play-lh.googleusercontent.com/a-/ACB-R5S6hqHVdSeT8-kIWApFhD6OmM8HOxalCxCPdqBHuKE,2,2022-12-31T10:41:57.221Z,"Ff2nrhhjt€ruuuuiuiiiiiiiiiuuuiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii"
"Rajesh Taw",https://play-lh.googleusercontent.com/a/AGNmyxZhfeQQdlc4Q8-cdcLl-xMR2FpHo73kh8U0sIzj=mo,5,2022-12-30T13:08:29.446Z,"913ed"
"Hannah Willder",https://play-lh.googleusercontent.com/a-/ACB-R5SxAHG1ZeqY1BIKFIVnvSLVMxYV1zS3_N8Lm7j3Qw,2,2022-12-30T11:24:32.891Z,"Boring"
"Sean Robinson",https://play-lh.googleusercontent.com/a-/ACB-R5SwW50yh4WENb9ZmsKQknCNFl6tJ7vU9zs6cNWu,5,2022-12-29T01:44:20.158Z,"coolllll"
"Jantell Campbell",https://play-lh.googleusercontent.com/a-/ACB-R5RGKfAO6YjzhCCcFTvzQozmTSgPray7_r7czi0T,5,2022-12-28T22:04:34.934Z,"😃😃😃"
"Crystal sathyanarayanan",https://play-lh.googleusercontent.com/a-/ACB-R5R26J-bsecAfl4hEUWI56DX6iyeWIxAxZh4w6avVw,5,2022-12-28T05:38:39.615Z,"Your game looks cool"
"Azhar Khan",https://play-lh.googleusercontent.com/a-/ACB-R5QajhbfYkI_Xn1u57BLKUWeS9fg_hOTW8jeNkqgJQ,5,2022-12-26T17:23:29.919Z,"best game"
"Leo Tavares",https://play-lh.googleusercontent.com/a/AGNmyxZoJdmt212LCcI8alVWr52iQlKcj5LE2mNc7ff0=mo,5,2022-12-26T12:17:36.317Z,"Yanaahaj"
"kim nixon",https://play-lh.googleusercontent.com/a/AGNmyxYqXaxM4V4R8U8QWYL8NAwXhVBdxgIaelquOmo_=mo,5,2022-12-25T21:12:50.500Z,"dear super toy 3d. reviews are public and include your account and device info learn more. Love James allenby."
"MAHEBOOB PATEL",https://play-lh.googleusercontent.com/a-/ACB-R5QLBzA8lxo-BZwNh2l-sPV4-22V1CZv5Pjs0nkuOg,3,2022-12-25T15:09:50.418Z,"good"
"Paula Lambert",https://play-lh.googleusercontent.com/a/AGNmyxY-5YwUq3OCAiawZpgOUZkvBgeyYLx_O7nAYJfG=mo,5,2022-12-24T15:00:43.718Z,"this game is great and I love this game"
"Sabreen Nisha",https://play-lh.googleusercontent.com/a-/ACB-R5QUhutzbg8Z3bxtwjo7DFuAJR9kaoMLEfjRAQmu,5,2022-12-24T09:25:37.688Z,"hz"
"Azza Kamaleldin",https://play-lh.googleusercontent.com/a-/ACB-R5S7vGZso84KIwntCbcQg-3Cxfu3RlbCWlyawrIiUpQ,5,2022-12-24T07:46:22.488Z,"زتمكعهكحتتب"
"Ayat",https://play-lh.googleusercontent.com/a/AGNmyxaZIFnNUWBNtzhptDuYp9OfTbxwU7tlH-oHk5Wh=mo,4,2022-12-23T04:50:01.267Z,"naer"
"Lazarus Micheal",https://play-lh.googleusercontent.com/a/AGNmyxbJOPGtgKKeq_rbJPmDXBLiv2n1A87ifVpYpmOH=mo,5,2022-12-23T03:30:42.609Z,"he can make me happy"
"ARVIN DADIVAS",https://play-lh.googleusercontent.com/a-/ACB-R5SEc3gkrl1VmOlxux_ENkWRXQkvIxSF8In5vK2S,3,2022-12-22T08:11:45.420Z,",uth f gnn"
"Lacy Permon",https://play-lh.googleusercontent.com/a/AGNmyxYU3F89ceKsmIJGwWcWcFQacJEhaj3f77zc_txf=mo,4,2022-12-22T00:57:08.194Z,"h fif jnrkjrjjrjrorarlkaraktjtjtjtjraajrjrjrjajrajrjrjrjjrhrhjrhhrhrhjrjrhrjjrjrjjrj just got n jj you nn nj Jenn just just jjj the jj j and k just ate just just jj jjjkk j jjjjjrjrjrj"
"Joydeep Banerjee",https://play-lh.googleusercontent.com/a/AGNmyxbsM2UOAmx1BDKjb7vdGss4pyhTytHGjAW5wjbi=mo,5,2022-12-21T08:30:17.347Z,"Rated"
"Jyoti Walimbe",https://play-lh.googleusercontent.com/a/AGNmyxb5VaK5zOAy2u7mv38YwcHEqAw1MQVH0v5Zi4ix=mo,4,2022-12-20T17:26:22.550Z,"It's ok actually good for us but update please Regards"
"matt higgins",https://play-lh.googleusercontent.com/a-/ACB-R5Su0U3rjffGVYpoIbiv19G1hoePxy0IugPWBZIozA,5,2022-12-20T13:22:01.891Z,"What i love to do is tern of my WiFi and play is soo good and ralaxing game😁😁😁😁😁😁😁😁😁😍😍😍😍😍🤯🤯🤯🤯🦌"
"Is Hafiz",https://play-lh.googleusercontent.com/a/AGNmyxbQFFrim5kIpmDPZoqsBsif_5L-CsKq9hv8_QC8=mo,5,2022-12-18T14:19:12.330Z,"Mantap"
"NS Designs",https://play-lh.googleusercontent.com/a-/ACB-R5T2oVygkJ2nR-i340FnC4XlHHI-QoLOr_Q_LfGJTw,5,2022-12-17T05:57:27.847Z,"💩💩💩💩"
"Gwehn Natalie Lim",https://play-lh.googleusercontent.com/a-/ACB-R5RHu7KWHkPcD1wkI4H5r-QeFWrAn50eVaq3n-Gb4w,1,2022-12-16T12:32:50.533Z,"It's pretty bad it has so many ads I already need to remove my music from Spotify now it's annoying"
"Nathan Procter",https://play-lh.googleusercontent.com/a-/ACB-R5SoFz4fS3YgnhQzbSwGPg79a9Eoz4tR-5eEPANN,1,2022-12-15T11:15:11.430Z,"It's a verry boring game"
"Kalampati Nafis",https://play-lh.googleusercontent.com/a-/ACB-R5TfxJ0bvZj7ra8VHLFFqcOgeuxM45nav_j2biDpfQ,5,2022-12-15T10:45:11.126Z,"🤟🤟"
