userName,userImage,score,date,text
"noralin thelmo",https://play-lh.googleusercontent.com/a-/ACB-R5T80dh2YZojFFvgdrkvV2ZloE-FWWG4agYG-4wpZw,5,2023-03-28T10:54:38.156Z,"Nice apps"
"Marvin Luces isuga",https://play-lh.googleusercontent.com/a/AGNmyxaZXNrwkxFvDVMcLAERDS-vzOrohUGaVEMRqy7X=mo,5,2023-03-28T09:52:28.370Z,"That's accurate"
"YAYAN SOPIYAN",https://play-lh.googleusercontent.com/a-/ACB-R5RctgAdKkUgVErkOrn6TeOHUhUGDCZDrcUY7LI7zkI,5,2023-03-28T09:10:13.878Z,"Keren"
"arun prakash",https://play-lh.googleusercontent.com/a/AGNmyxaaRNPNB_jLy3YOZUTd5iyMczdNmDHOg3i_CJ14=mo,1,2023-03-28T06:09:10.552Z,"Waste app"
"Jack Smith",https://play-lh.googleusercontent.com/a/AGNmyxZHiUKBu9IHLYhnlTRtfWk6hWRDlWB_BUo_HvVs=mo,1,2023-03-28T05:50:03.106Z,"it doesn't show the public ip address, unlike the pc version."
"Dave Mariquit",https://play-lh.googleusercontent.com/a-/ACB-R5T30QGgfEBR6Nl7__ACgcrfU-by1DR4XrJY2lo,5,2023-03-28T03:35:53.495Z,"Good app nice speed test the signal its very good and fast thanks...5 star for me."
"Keith Ian",https://play-lh.googleusercontent.com/a/AGNmyxakBlJqY2t1uZwggA9revzC4CX80QBsBfWpFYXx=mo,1,2023-03-27T21:51:33.343Z,"This used to be a reliable app, but now it's just horrible. I almost did drilling in my walls because of the false speeds it kept showing me in our new house, but using their browser version showed about 4x the speed the app was showing, as was fast dot com...a competitor. Deleted the app. Yes, my VPN was off."
"Mohamed Elmoshy",https://play-lh.googleusercontent.com/a/AGNmyxZvaE9JJrI-rNXn8FQ_LbHR7lU_couQj7C8g5o_=mo,5,2023-03-27T21:20:48.279Z,"Orange"
"i jack World",https://play-lh.googleusercontent.com/a/AGNmyxa8q1w8VyQBH2c_2KdPGX2fR6zOGaNIEtPKiRoF=mo,5,2023-03-27T16:16:58.360Z,"Good"
"patih comando",https://play-lh.googleusercontent.com/a/AGNmyxaLcEwXQ-28atF3A46h17on2itUYRfBzVYUTh23=mo,1,2023-03-27T15:13:19.664Z,"Like"
"KK TABAHI Gamer",https://play-lh.googleusercontent.com/a-/ACB-R5SD3OwGn5gl1TdrW5nqoorI_VQiAXCi-LQuWnhF,1,2023-03-27T04:10:11.399Z,"App is not working showing finding aerver etc and i tried to connect vpn but not connecting worst app"
"Brown Chidy",https://play-lh.googleusercontent.com/a-/ACB-R5QdlyravovI5ym5aExNMtV-lQKW7OqtGCzLPBEHmIE,2,2023-03-27T04:09:10.889Z,"It is a very clean App, but it is not available on android tv"
"E M",https://play-lh.googleusercontent.com/a-/ACB-R5R3osH9eMDowW03vVWNXXkZvD020ejnVLRmA2TkzTM,1,2023-03-26T22:08:54.941Z,"Bought out coverage app and then did a terrible job implementing their mapping feature. How can I see speed averages on a grid by a specific carrier now?"
"Tom",https://play-lh.googleusercontent.com/a/AGNmyxY0Mm1NAmx23pxbk4Xr8jfJ7toVOm9PFYzxeEo5GUY=mo,1,2023-03-26T17:33:24.857Z,"Why does it wants to manage my calls?"
"Nadir Hussain",https://play-lh.googleusercontent.com/a/AGNmyxYMkrRg1Gf9REGyAgHuW1_nuu9IrGCzhUuU3Tsj=mo,5,2023-03-26T14:45:44.643Z,"Its good app"
"Sameer ali Ali",https://play-lh.googleusercontent.com/a-/ACB-R5TW_2mK-WgQbLgne91tBBJWengYw49FHYlLD8mEVQ,5,2023-03-26T14:17:28.214Z,"Warking apo"
"Amirali Jafari",https://play-lh.googleusercontent.com/a-/ACB-R5QiNmNjlxybQohRXPj69MZInHxus5bf4l_vnuctXA,4,2023-03-26T13:02:12.945Z,"Is good 👍"
"Hyper-nite yo",https://play-lh.googleusercontent.com/a-/ACB-R5QIDRogsRQ0H_jab6sod9FwJvwaoPJbNJy4WmTm,1,2023-03-26T05:46:49.321Z,"Tu pagal he"
"Krishna",https://play-lh.googleusercontent.com/a/AGNmyxYthhy8STR04tV-WDFp4OgJ2GwPmwvtsb4Qi6OH=mo,5,2023-03-26T05:10:47.437Z,"I like this app"
"Xein Xtet ko Xein",https://play-lh.googleusercontent.com/a/AGNmyxYuzxKoVbZoVaVT5XQ0mmXJk96gFpfjRwHZJplV=mo,5,2023-03-26T04:51:53.868Z,"I like this speedtest⚫🖤"
"Haider Ali Khan",https://play-lh.googleusercontent.com/a-/ACB-R5Tv3-VCH1dRcmcts7HqfxlujYuLJisboyXDXo25,5,2023-03-26T02:55:27.171Z,"Amazing app 💖💖💖"
"Tony Ray",https://play-lh.googleusercontent.com/a/AGNmyxahkwE3bTP42Gr0PTPG_HPOZbiKqsiyT0eFc0PI=mo,5,2023-03-25T21:30:39.876Z,"It will show where the data is coming from. Awesome."
"Alexey “aamonster” Monastyrenko",https://play-lh.googleusercontent.com/a-/ACB-R5QANxp_sSGkTAtedShq9AUm3e7Q9VMsWsd0j-gNxw,1,2023-03-25T18:32:20.405Z,"Why the app needs Location permission all the time and checks location in background? (Just now received Android notification about the app getting my location) Was useful app before."
"ALAMZEB LODI",https://play-lh.googleusercontent.com/a/AGNmyxadcRXATTvpiVHVYyX3HIt_c-mHxN4ZNTM05N8q=mo,1,2023-03-25T15:01:12.899Z,"You Always Show Ping Wrong😠"
"John Alfano",https://play-lh.googleusercontent.com/a-/ACB-R5TvrW8eabInUJ5h_L3KVqOdGn1A767J3P5vuWXS,5,2023-03-25T13:35:01.143Z,"Works good, pretty accurate"
"Rizvan Shaikh",https://play-lh.googleusercontent.com/a-/ACB-R5T8_dyEdfCR6_1psefKRlyNrYo8XUWuD4jXsFdxZvM,5,2023-03-25T07:09:07.979Z,"Good"
"Animal Facts 972",https://play-lh.googleusercontent.com/a-/ACB-R5Ru2aof_cb34KD7ywuq1a-TY3kT5zD52uAZznbNYw,3,2023-03-25T06:20:12.878Z,"Questions me when nhi"
"achyut Surwase",https://play-lh.googleusercontent.com/a-/ACB-R5Sw5ZepxStaFasgs4jjORBZ612O4tntztRs4_ZXcQ,2,2023-03-25T05:27:27.449Z,"Good experience"
"Davld Bradley",https://play-lh.googleusercontent.com/a-/ACB-R5RTFaeTCL8x5H21V6VAjiUlIpT31Hg4dlHIG4-CTQ,4,2023-03-25T02:57:24.454Z,"Very good at first try will update 👍 Used for months and it has a lot more features than I thought so great, glad I downloaded this it is well worth using. Good app thanks much. Ookla"
"Prasahnta Das",https://play-lh.googleusercontent.com/a-/ACB-R5Tf7PKweq47FcvrsXxhinwglnPIJxau41lkwt8awA,4,2023-03-24T17:03:02.195Z,"This is good"
