id,userName,userImage,score,scoreText,date,url,text,replyDate,replyText,version,thumbsUp
"ae5e8043-677c-4142-a4c9-3ad094fd4511","Arnie Talisay","https://play-lh.googleusercontent.com/a-/ACB-R5QKBzDw66ZuxJwAnVNxrL8ZIiPVi44Du_E0TPs-AA",5,"5","2023-03-05T03:40:47.814Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=ae5e8043-677c-4142-a4c9-3ad094fd4511","Cool","N/A","N/A","1.8.15",0
"7ecf71a6-cc76-4754-935f-60af20c3eb39","GOOGLE SUCKS","https://play-lh.googleusercontent.com/a-/ACB-R5TGPRHug0VIccLTI1e1eNIJvY24_xZwjYJLCGEg-g",1,"1","2023-03-01T16:22:54.947Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=7ecf71a6-cc76-4754-935f-60af20c3eb39","This game pushes tiktok through constant videos. I will not support any company that pimps ccp Spyware. 🖕 this game 🖕 the ccp and 🖕 tik tok. DELETED","N/A","N/A","N/A",0
"1cb34d78-9856-43d6-9018-688271be145f","Otty Syaw","https://play-lh.googleusercontent.com/a-/ACB-R5RUA4yPgqWBG1wlycj98I6GC9kgk-fCBrx4kDF8",5,"5","2023-03-01T07:30:40.392Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=1cb34d78-9856-43d6-9018-688271be145f","This game I liked","N/A","N/A","1.8.15",0
"712ae4d4-5a26-44d8-9e07-717f94cd6c53","Anthony Velasquez","https://play-lh.googleusercontent.com/a/AGNmyxZHUDQo_dk-_iazCRZyg8iUEDNcV5ooqIZYllYJ=mo",5,"5","2023-03-01T01:51:11.954Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=712ae4d4-5a26-44d8-9e07-717f94cd6c53","It's a game...","N/A","N/A","1.8.15",0
"34dddaa7-ecde-4983-8bf7-621d6da37083","Sam Hendricks","https://play-lh.googleusercontent.com/a/AGNmyxbqA9wLqcyETOQfbr-VusrDZCjEzsdW75fM26Qx=mo",5,"5","2023-02-26T16:49:25.702Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=34dddaa7-ecde-4983-8bf7-621d6da37083","better than animal warfare!","N/A","N/A","1.8.15",0
"1d3b3dce-1f41-4dcf-bd2d-bb484a73369f","Kim","https://play-lh.googleusercontent.com/a/AGNmyxahElrq2tfyHSX9w_Nun34dF9vmoTbfKZH6cCNp=mo",5,"5","2023-02-26T06:41:21.268Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=1d3b3dce-1f41-4dcf-bd2d-bb484a73369f","I like toys","N/A","N/A","1.8.15",0
"d7380b71-f5d6-4735-a485-9ab30c9370bf","satria Renanda","https://play-lh.googleusercontent.com/a-/ACB-R5TaLBqnVKh5kXJuggVUSuZ3T9xNHau-hZhB4Kc",4,"4","2023-02-23T14:26:55.606Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=d7380b71-f5d6-4735-a485-9ab30c9370bf","Good","N/A","N/A","N/A",0
"20333e77-c155-4278-a19b-d2b1d850eb17","Adrian","https://play-lh.googleusercontent.com/a-/ACB-R5RwLFGFuiZPGj2zXnJKINosMdQKy1uZASTjlAfC",5,"5","2023-02-20T02:43:13.358Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=20333e77-c155-4278-a19b-d2b1d850eb17","It was fun","N/A","N/A","1.8.15",0
"df2b2e21-9be3-4f0c-be61-d300eeb041d5","Johan Matthew Cabigao","https://play-lh.googleusercontent.com/a/AGNmyxatTRolQU2Q-h-FwMiNGi7xRPCDzCoGpfXMKhw-=mo",5,"5","2023-02-19T01:57:32.340Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=df2b2e21-9be3-4f0c-be61-d300eeb041d5","The game is 👍👍😊","N/A","N/A","1.8.15",0
"2637717d-dd90-42a9-9128-a118e13eeaeb","Foxy boi playz","https://play-lh.googleusercontent.com/a-/ACB-R5TBt_AomrRZS1c8a60o3UlQwKiZQm4YIiTlrH8t",5,"5","2023-02-10T00:35:58.672Z","https://play.google.com/store/apps/details?id=com.playsidestudios.toywarfare&reviewId=2637717d-dd90-42a9-9128-a118e13eeaeb","Fun game","N/A","N/A","1.1.5",0
