url,appId,title,summary,developer,developerId,icon,score,scoreText,priceText,free
"https://play.google.com/store/apps/details?id=com.g.airwellacremotesimple","com.g.airwellacremotesimple","Remote Airwell AC, NO settings","Airwell AC Remote<br>match remote model as seen in picture!<br>NO setting needed!<br><br>Use it as you&#39;d used the original remote(see picture) :<br><br>1. Point your device towards IR eye on the AC unit.<br>2. Within reasonable range.<br><br>* SHOULD WORK &#39;OUT-OF-THE-BOX&#39; (no settings or configurations needed)!<br><br>* If not working - app is not compatible with your AC unit(remote)!<br><br>Disclaimer:<br>This app is made by me, and is NOT affiliated with, or endorsed by Airwell .","g",N/A,"https://play-lh.googleusercontent.com/Xlz7veLJbdRSq1wsbP_Kr41FQ1m5jGqyfT_201-7N873o4KCnCll_JZFehBX8J-Fi16T",0,"0.0",N/A,true
"https://play.google.com/store/apps/details?id=com.g.aeronikacremotesimple","com.g.aeronikacremotesimple","Remote AERONIK  AC NO SETTINGS","AERONIK AC Remote<br>match remote model as seen in picture!<br>NO setting needed!<br><br>Use it as you&#39;d used the original remote(see picture) :<br><br>1. Point your device towards IR eye on the AC unit.<br>2. Within reasonable range.<br><br>* SHOULD WORK &#39;OUT-OF-THE-BOX&#39; (no settings or configurations needed)!<br><br>* If not working - app is not compatible with your AC unit(remote)!<br><br>Disclaimer:<br>This app is made by me, and is NOT affiliated with, or endorsed by AERONIK","g",N/A,"https://play-lh.googleusercontent.com/kjMV9dmiix_DRLcB2DfREmRD6qUfO79TzA6aI20UOiwRmkgU2t1YA4bHLzsQpjxz-lk",0,"0.0",N/A,true
"https://play.google.com/store/apps/details?id=com.g.TadiranAcRemoteIrNoButtons","com.g.TadiranAcRemoteIrNoButtons","TADIRAN AC Remote no settings","TADIRAN AC Remote, No Button, NO settings<br>SWIPE or TAP on screen<br>Basic functions<br><br><b>* Click HELP(question sign on left/top corner) for operation instructions<br><br>TADIRAN AC Remote<br>match remote model as seen in picture!<br>NO setting needed!<br><br>Use it as you&#39;d used the original remote(see picture) :<br><br>1. Point your device towards IR eye on the AC unit.<br>2. Within reasonable range.<br><br>* SHOULD WORK &#39;OUT-OF-THE-BOX&#39; (no settings or configurations needed)!<br><br>* If not working - app is not compatible with your AC unit(remote)!<br><br><br>Disclaimer:<br>This app is made by me, and is NOT affiliated with, or endorsed by TADIRAN.</b>","g",N/A,"https://play-lh.googleusercontent.com/fL4RCwMqc4W5FAwIcEqub9eZhlT8LscG82fmB9fn1dsCCjCFUt9HXRB8CnZxtSuaZQ",0,"0.0",N/A,true
"https://play.google.com/store/apps/details?id=com.g.elcoacremotesimple","com.g.elcoacremotesimple","Remote ELCO AC SIMPLE 0setting","ELCO AC Remote<br>match remote model as seen in picture!<br>NO setting needed!<br><br>Use it as you&#39;d used the original remote(see picture) :<br><br>1. Point your device towards IR eye on the AC unit.<br>2. Within reasonable range.<br><br>* SHOULD WORK &#39;OUT-OF-THE-BOX&#39; (no settings or configurations needed)!<br><br>* If not working - app is not compatible with your AC unit(remote)!<br><br>Disclaimer:<br>This app is made by me, and is NOT affiliated with, or endorsed by ELCO.","g",N/A,"https://play-lh.googleusercontent.com/oSGtQoAoADduZLKXSDCmTgh2Oo2K9TFLmPY6JZsGf-pydRxofzoAwyCDn4DyLBk4Lm0",0,"0.0",N/A,true
"https://play.google.com/store/apps/details?id=com.g.libmy","com.g.libmy","My library. make books&stories","Let your Imagination and creativity go. Create Illustrated stories, books, library.<br><br>Father/Mother and child become writers and illustrators of their own library.<br><br>Magic moment saved.","g",N/A,"https://play-lh.googleusercontent.com/1Cl7eE9Ly1TR4vgTScCzRXODvuo8Uw8e3S_olxIkAW59wnH9eOSs00_nVbJqGpnT-1g",0,"0.0",N/A,true
"https://play.google.com/store/apps/details?id=com.g.mandolin","com.g.mandolin","mandolin simpl easy play learn","Mandolin : Simple &amp; Easy to Play. Learn or Compose a music piece.<br>Select a song, Follow the hints.<br><br>* Easier than playing the actual Instrument<br><br>* Play &amp; Learn - by hints<br><br>* Easy compose<br><br>*Training musical hearing<br><br><br>Please help me improve this app, by sharing your thoughts/ideas/impressions/bugs or misunderstandings you have found in this app.<br><br>Thank you","g",N/A,"https://play-lh.googleusercontent.com/WOAKzdR_9B1BKrbAn227kMqCihqkYwMkqxzEmZOZfnmcIiIpUEWXsT3WA_TWVEfwb-g",0,"0.0",N/A,true
"https://play.google.com/store/apps/details?id=com.g.HUZaround","com.g.HUZaround","What's around by labeled sites","Who&#39;s &amp; What&#39;s around, Live augmented labeled sites.<br><br>Selected features identified in Real-Time over landscape seen on your device&#39;s screen.<br><br>Augmented orientation, by live, real-time, sites labeling(identification)<br><br>1. Select the country&#39;s code your in*<br><br>* ATTENTION!!! <br>Initial country code is IN(India) CHANGE it to your current location&#39;s country code ! <br><br>2. Select features of your interest.<br><br>3. Select effective range.<br><br>4. Look AROUND!<br><br>All will be labeled with type, name, and range.","g",N/A,"https://play-lh.googleusercontent.com/SJYwqd00k51DVxGhAOLm7-6-KxMlr6cXGHXlXwOnmBKRIJRKe-CbtY0mFKeaLoyQopM",0,"0.0",N/A,true
"https://play.google.com/store/apps/details?id=com.g.Mag33","com.g.Mag33","Virtual ball bouncing training","Bounce invisible ball while getting rid of annoying insects<br><br>Improve your coordination.<br><br>Use your device as a Paddle Ball/Matka/ping-pong/racket.<br><br>Fun/Annoying gave with a hint of vintage feel.<br><br>q: Why MAG?<br>a: Most Annoying Game.<br><br>q: Why 33?<br>a: Why NOT!","g",N/A,"https://play-lh.googleusercontent.com/7hl8hpToUajjkqjGw-pWUkJI_m6aRj6aN_0N4Zyf1PG9PKuE12kwWZ9m4tayzqL6JfY",0,"0.0",N/A,true
"https://play.google.com/store/apps/details?id=com.g.tadiranacremotesimple","com.g.tadiranacremotesimple","TADIRAN AC Remote  NO settings","TADIRAN AC Remote<br>match remote model as seen in picture!<br>NO setting needed!<br><br>Use it as you&#39;d used the original remote(see picture) :<br><br>1. Point your device towards IR eye on the AC unit.<br>2. Within reasonable range.<br><br><br>* SHOULD WORK &#39;OUT-OF-THE-BOX&#39; (no settings or configurations needed)!<br><br>* If not working - app is not compatible with your AC unit(remote)!<br><br><br>Disclaimer:<br>This app is made by me, and is NOT affiliated with, or endorsed by TADIRAN.","g",N/A,"https://play-lh.googleusercontent.com/5BE3X8J1gMaZ5I_B3EmcYeknGO-JtJgFgJXusbvuaBVQVhKXdClEhVrtiOHs772zYjiR",0,"0.0",N/A,true
"https://play.google.com/store/apps/details?id=com.g.mandolin2","com.g.mandolin2","mandolin easy tap/swipe finger","mandolin2 - tap/swipe your finger over strings(music notes) easy simple playing","g",N/A,"https://play-lh.googleusercontent.com/AsQ4WITbITgElxOSDWwSKJvSXBdaK1LbKwpfl6b6BBJQwBb6Ka7Acyl99dHY7IzTjbw",0,"0.0",N/A,true
